"cset_id","company_name","country","website","region","stage","ai_pubs_since_2010","ai_pubs_in_top_conf_since_2010","ai_patents_since_2010","ai_pubs_since_2010_rank","ai_pubs_in_top_conf_since_2010_rank","ai_patents_since_2010_rank","market","crunchbase_uuid","crunchbase_url","aliases","grid_ids","permids","parents","included_subsidiaries","excluded_subsidiaries"
"","Arthur J. Gallagher & Co.","United States","https://www.ajg.com/","North America","Mature","0","0","1","704","273","440","NYSE:AJG","ca7c5678-f2e1-0d56-783f-bebff073050a","https://www.crunchbase.com/organization/arthur-j-gallagher-co","Ajg; Arthur J. Gallagher; Gallagher","grid.504818.0","4295904043","","",""
"","Equinix","United States","https://www.equinix.com/","North America","Mature","0","0","1","704","273","440","NASDAQ:EQIX","e5c00cbd-ff5b-5600-d13a-6abc1181d1ed","https://www.crunchbase.com/organization/equinix","Equinix, Inc","","4295900491","","",""
"","Estée Lauder Companies","United States","https://www.elcompanies.com/","North America","Mature","0","0","1","704","273","440","NYSE:EL, LSE:0JTM","980d3930-d59f-4747-1099-9a422150a741","https://www.crunchbase.com/organization/estee-lauder-companies","Elc; Estee Lauder Companies Inc; Estée Lauder; The Estée Lauder Companies","grid.418073.9","4295903171","","",""
"","Freeport-McMoRan Inc.","United States","https://www.fcx.com/","North America","Mature","0","0","1","704","273","440","FRA:FPMB, LSE:0R20, NYSE:FCX","0e2ebfaa-273d-57f6-8bda-deedea74d989","https://www.crunchbase.com/organization/freeport-mcmoran","Fcx; Freeport-Mcmoran; Freeport-Mcmoran Copper & Gold Inc","grid.510643.5","4295908588","","",""
"","Hartford Financial Svc.Gp.","United States","https://www.thehartford.com/","North America","Mature","0","0","1","704","273","440","NYSE:HIG","b58bfdc2-265a-c2c5-2156-4f2f8a98c92b","https://www.crunchbase.com/organization/the-hartford","Hartford Financial Services Group Inc; Hartford Investment Management Co; The Hartford; The Hartford Financial Services Group, Inc","","4295904141","","",""
"","The Hershey Company","United States","https://www.thehersheycompany.com/","North America","Mature","0","0","1","704","273","440","NYSE:HSY","a2a05ada-72b2-e3b6-0709-a8f13e531f17","https://www.crunchbase.com/organization/the-hershey-company?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv","Hershey; Hershey Co; Hershey Company; Hershey'S","grid.458418.4","4295904171","","",""
"","Kellogg Co.","United States","https://www.kelloggcompany.com/","North America","Mature","0","0","1","704","273","440","NYSE:K","68371f61-5e83-45c8-50e7-a9a0d5af3e49","https://www.crunchbase.com/organization/kellogg","Kellogg Company; Kellogg's","grid.467474.2, grid.451030.3, grid.505578.a, grid.491253.8","4295903052","","",""
"","Leggett & Platt","United States","http://www.leggett.com/","North America","Mature","0","0","1","704","273","440","NYSE:LEG","03ec496c-62fa-ac72-e723-7b5611fc26a9","https://www.crunchbase.com/organization/leggett-platt","Leggett; Leggett & Platt Inc; Leggett & Platt Incorporated; Leggett & Platt, Inc; Leggett & Platt®","grid.480241.b","4295904407","","",""
"","McCormick & Co.","United States","https://www.mccormick.com/","North America","Mature","0","0","1","704","273","440","NYSE:MKC, FRA:MCX","0e95b508-2d52-158e-b2aa-0e0e65000571","https://www.crunchbase.com/organization/mccormick-company","McCormick; Mccormick & Company; Mccormick & Company Inc; Mccormick & Company, Inc","grid.489032.4","4295904494","","",""
"","Royal Caribbean Cruises Ltd","United States","https://www.royalcaribbean.com/","North America","Mature","0","0","1","704","273","440","NYSE:RCL","459e7a1c-134d-8910-e0da-d66a1e495c53","https://www.crunchbase.com/organization/royal-caribbean-cruises-2","Royal Caribbean Cruises; Royal Caribbean Group","grid.467529.b","4295900973","","",""
"","Wabtec Corporation","United States","https://www.wabteccorp.com/","North America","Mature","0","0","1","704","273","440","FRA:WB2, NYSE:WAB","165db160-f63f-c64b-ee4a-9b5b30cf1a96","https://www.crunchbase.com/organization/wabtec-corporation","Wabtec; Wabtec Corp; Westinghouse Air Brake Technologies Corporation (Wabtec)","grid.480447.b","5000115851","Axiom Rail","",""
"","Vigor Industrial Llc","United States","http://vigor.net/","North America","Unknown","0","0","1","704","273","440","","04c53fda-d532-b820-bc82-d15648837fca","https://www.crunchbase.com/organization/vigor-industrial","Vigor; Vigor Industrial; Vigor Industrial Llc; Vigor, Llc","grid.504981.1","5001234447","","",""
"","ViaSat Inc","Norway","http://www.viasat.com/","Europe","Mature","0","0","1","704","273","440","FRA:VS1, LSE:0LPE, NASDAQ:VSAT","52a3fbf9-15ab-4551-9634-c60389fbfc81","https://www.crunchbase.com/organization/viasat","Viasat; Viasat Broadcasting; Viasat, Inc","grid.434388.0, grid.436049.c","4295908314","","",""
"","Blue Origin Llc","United States","http://www.blueorigin.com/","North America","Startup","0","0","1","704","273","440","","c6ae0ddb-fd71-e032-cb18-eba709c0528d","https://www.crunchbase.com/organization/blue-origin","Blue Origin","","5001255706","","",""
"","Weston Solutions Holdings Inc","United States","https://www.westonsolutions.com/","North America","Unknown","0","0","1","704","273","440","","4deb32f2-3271-425e-91bd-0c2bc7c9d171","https://www.crunchbase.com/organization/weston-solutions","Weston; Weston Solutions; Weston Solutions, Inc","grid.451223.3","4298218525","","",""
"","Science and Engineering Services LLC","United States","http://sesllc-us.com/","North America","Unknown","0","0","1","704","273","440","","f306cd76-ff7b-4e48-ab27-0ccf9387802b","https://www.crunchbase.com/organization/science-and-engineering-services-llc","Science And Engineering Services; Science And Engineering Services, Llc; Science And Engineering Services, Llc (Ses); Ses","grid.281466.f","5044009124","","",""
"","Credence Management Solutions Llc","United States","https://credence-llc.com/","North America","Unknown","0","0","1","704","273","440","","b38c57b8-28b7-410b-b6a0-89ffdc16693a","https://www.crunchbase.com/organization/credence-management-solutions-llc","Credence; Credence Management Solutions; Credence Management Solutions, Llc","","5020627327","","",""
"","100 Credit","China","www.100credit.com","Asia","Growth","0","0","0","704","273","565","","64296db8-0e29-856f-4db7-d5cb663389aa","https://www.crunchbase.com/organization/100credit","100Credit; Bairong; Bairong Beijing Financial Information Services Co Ltd; Bairong Financial Information Services Co., Ltd; Bairong Jinfu; Bairong, Inc; 百融云创; 百融金服; 百融金融信息服务股份有限公司","","5046735826","","",""
"","AI.Reverie","United States","https://www.aireverie.com/","North America","Startup","0","0","0","704","273","565","","943de8c8-8f94-4473-9e67-69d9fdf5edb4","https://www.crunchbase.com/organization/ai-reverie","Ai.Reverie, Inc","","5063746437","","",""
"","Algorithmia","United States","https://algorithmia.com/","North America","Growth","0","0","0","704","273","565","","d77ea3aa-88f2-6a24-eff2-fec8333283d4","https://www.crunchbase.com/organization/algorithmia","Algorithmia Inc; Algorithmia, Inc","","5043335364","","",""
"","Anduril Industries","United States","http://www.anduril.com","North America","Mature","0","0","0","704","273","565","","41d91de0-370f-41c9-84f9-0879b1b9c7a1","https://www.crunchbase.com/organization/anduril-industries#section-overview","Anduril; Anduril Industries, Inc","","5073085346","","",""
"","Applitools","Israel","http://applitools.com/","Asia","Growth","0","0","0","704","273","565","","253bb7b6-a7cc-731d-148a-5c96d5fe63db","https://www.crunchbase.com/organization/applitools","Applitools Ltd; Applitools, Inc","","5056435660","","",""
"","Benson Hill Biosystems","United States","http://www.bensonhillbio.com","North America","Mature","0","0","0","704","273","565","","aa4950ea-f901-3a46-6db5-5e02693efb1b","https://www.crunchbase.com/organization/benson-hill-biosystems","Benson Hill; Benson Hill, Inc","grid.470405.2","5038045020","","",""
"","BigPanda","United States","https://www.bigpanda.io/","North America","Growth","0","0","0","704","273","565","","fcaafc8a-234a-fb3b-374b-dac0eefcf3ea","https://www.crunchbase.com/organization/bigpanda","Bigpanda Inc; Bigpanda, Inc","","5044030022","","",""
"","BounceX","United States","https://www.bouncex.com/","North America","Growth","0","0","0","704","273","565","","ca55300e-a961-283d-739f-10a26a99e067","https://www.crunchbase.com/organization/bounce-exchange","Bounce Exchange; Bounce Exchange, Inc; Wunderkind","","5040054253","","",""
"","Bright Machines","United States","https://www.brightmachines.com/","North America","Growth","0","0","0","704","273","565","","a20b4d54-5432-44e5-b3ce-febaa2b28b21","https://www.crunchbase.com/organization/bright-machines","Bright Machines Inc; Bright Machines, Inc","","5064567153","","",""
"","Climacell","United States","https://www.climacell.co/","North America","Mature","0","0","0","704","273","565","","b20ca01c-064a-63cd-8d12-58a8d91f63a6","https://www.crunchbase.com/organization/climacell","ClimaCell Inc; Climacell Inc; Climacell, Inc","","5052123940","","",""
"","Deep 6","United States","https://deep6.ai/","North America","Growth","0","0","0","704","273","565","","91a0b2ac-35b8-b56e-0333-a9ed746d8767","https://www.crunchbase.com/organization/deep-6-ai","Deep 6 Ai","","5070692647","","",""
"","EHang","China","ehang.com","Asia","Mature","0","0","0","704","273","565","NASDAQ:EH","899db2bc-6b04-d1e4-aba2-2551a86b5532","https://www.crunchbase.com/organization/ehang","Ehang Inc; Guangzhou Ehang Intelligent Technology Co. Ltd; Yihang Shineng; 亿航智能","","5044196290","","",""
"","Eigen Technologies","United Kingdom","http://www.eigentech.com/","Europe","Growth","0","0","0","704","273","565","","48ac16e4-a65b-49cb-3425-cb16eefbaa8c","https://www.crunchbase.com/organization/eigen-technologies","Eigen Technologies Limited; Eigen Technologies Ltd","","5055266889","","",""
"","FinTell","China","http://www.fintell.com.cn/","Asia","Growth","0","0","0","704","273","565","","20ff77bc-e004-46c3-951c-a9c795745578","https://www.crunchbase.com/organization/fintell","Fintell Financial Service Outsource Beijing Co Ltd; Fintell Financial Service Outsourcing (Beijing) Co., Ltd; Ronghui Jinke; 融慧金科; 融慧金科金融服务外包（北京）有限公司","","5060638587","","",""
"","Fortem Technologies","United States","http://www.fortemtech.com/","North America","Growth","0","0","0","704","273","565","","b7473495-25b1-f819-a20d-74ac73dfb34d","https://www.crunchbase.com/organization/fortem-technologies","Fortem Technologies, Inc","grid.504571.2","5055941534","","",""
"","FullStory","United States","http://www.fullstory.com","North America","Mature","0","0","0","704","273","565","","cb4fe666-2935-a7bf-4b87-b562bc8776a6","https://www.crunchbase.com/organization/fullstory","Fullstory, Inc","","5043333491","","",""
"","Fundbox","United States","http://www.fundbox.com/","North America","Growth","0","0","0","704","273","565","","a9042057-9dda-5582-a6dc-19550c40c07e","https://www.crunchbase.com/organization/fundbox","Fundbox Ltd; Fundbox, Inc","","5049103272","","",""
"","Hyperscience","United States","http://www.hyperscience.com","North America","Mature","0","0","0","704","273","565","","a8cd1383-1221-ec09-11fb-82d8076f31d4","https://www.crunchbase.com/organization/hyperscience","Hyper Labs Inc","","5046436809","","",""
"","Ice Tech","China","http://www.icetech-bj.com/","Asia","Growth","0","0","0","704","273","565","","4b49fcab-b385-4f22-acf4-f92ed18eac3a","https://www.crunchbase.com/organization/ice-tech-science-technology","Beijing Icetech Co., Ltd; Beijing Icetech Science & Technology Co Ltd; Beijing Zhixin Momentary Technology Co., Ltd; Ice Tech Science & Technology; Icetech Co., Ltd; 北京智芯原动科技有限公司; 智芯原动","","5065356672","","",""
"","Iris Automation","United States","http://www.irisonboard.com/","North America","Growth","0","0","0","704","273","565","","291ab3bf-64dd-0ef0-c98f-5e6a90a081d1","https://www.crunchbase.com/organization/iris-automation-inc","Iris; Iris Automation Inc","","5053128864","","",""
"","Jask Labs","United States","https://jask.com/","North America","Growth","0","0","0","704","273","565","","a07e2b1e-868e-6840-9524-ed3c5417d8aa","https://www.crunchbase.com/organization/jask-labs-inc","Jask; Jask Labs; Jask Labs Inc","","5048744012","Sumo Logic (Acquired)","",""
"","K Health","United States","https://khealth.ai/","North America","Mature","0","0","0","704","273","565","","929af8f8-261d-83dc-2800-8edc4d4fb77e","https://www.crunchbase.com/organization/kang-health","K Health Inc; K Health, Inc; Kang Health","","5052526320","","",""
"","Kebotix","United States","https://www.kebotix.com","North America","Growth","0","0","0","704","273","565","","b045793b-7560-4a2e-b6f4-eb52c481da44","https://www.crunchbase.com/organization/kebotix","Kebotix, Inc","","5064693041","","",""
"","Keenon Robotics","China","http://www.keenonrobot.com/","Asia","Growth","0","0","0","704","273","565","","01ad511a-cfad-4a4e-ad1c-07ce06b7e2aa","https://www.crunchbase.com/organization/keenon-robotics","Keenon Robotics; Keenon Robotics Co., Ltd; Shanghai Qinglang Intelligent Technology Co., Ltd","","5079683723","","",""
"","Knowbox","China","knowbox.cn","Asia","Mature","0","0","0","704","273","565","","ae145536-63f2-fc38-673b-2fc1fa19156a","https://www.crunchbase.com/organization/knowbox-2","Beijing Knowln Technology Co Ltd; Beijing Zhishi Yinxiang Co., Ltd; Beijing Zhishi Yinxiang Keji Youxian Gongsi; Zuoyehezi; 作业盒子; 北京知识印象科技有限公司","","5046394482","","",""
"","Kodiak Robotics","United States","https://kodiak.ai/","North America","Growth","0","0","0","704","273","565","","41c00557-2ffd-4b34-89b5-0a5e66a72145","https://www.crunchbase.com/organization/kodiak-robotics-inc","Kodiak; Kodiak Robotics, Inc; Kodiak.Ai","","5064692181","","",""
"","LawGeex","Israel","https://www.lawgeex.com/","Asia","Growth","0","0","0","704","273","565","","dd976cea-9703-5550-6801-d4845deff703","https://www.crunchbase.com/organization/lawgeex","LawGeex","","","","",""
"","Leju Robot","China","http://www.lejurobot.com/cn/","Asia","Growth","0","0","0","704","273","565","","9a53e582-ebb3-4581-820e-bd33d86380a1","https://www.crunchbase.com/organization/leju-robotics","Leju (Shenzhen) Robotics Co., Ltd; Leju Jiqiren; Leju Robotics; Leju Shenzhen Robotic Technology Co Ltd; 乐聚机器人; 乐聚（深圳）机器人技术有限公; 乐聚（深圳）机器人技术有限公司","","5051397564","","",""
"","Machinify","United States","http://www.machinify.com","North America","Growth","0","0","0","704","273","565","","8c755336-7d15-e65e-2c71-0678f4382864","https://www.crunchbase.com/organization/machinify","Machinify, Inc","","5066571408","","",""
